n,size,x,y,z,vx,vy,vz,t0,st,time_end,xfinal,yfinal,zfinal,vxfinal,vyfinal,vzfinal
68,1.0,-5.456279102378399,-81.24118285899041,-15.421134295732186,0.0042792303952717,-0.0557699063632499,-0.0338132419542774,0.0,3,0.10511709490721977,-64.58653907,-7.304486108999999,-39.35601238,0.04045048571,0.03965144827,0.04261432294
69,1.0,-5.456279102378399,-81.24118285899041,-15.421134295732186,0.0042844681313736,-0.055838168182544,-0.0338546290313329,0.0,3,0.10564950231462716,-65.21951304,-6.233380297,-39.14671812,0.040721911410000006,0.039296675340000004,0.04257959977
70,1.0,-5.456279102378399,-81.24118285899041,-15.421134295732186,0.0042897058674755,-0.0559064300018381,-0.0338960161083883,0.0,3,0.10621547453795317,-65.7630594,-5.051397734,-38.83425088,0.041092278120000006,0.03891157104,0.0426143907
71,1.0,-5.456279102378399,-81.24118285899041,-15.421134295732186,0.0042949436035774,-0.0559746918211321,-0.0339374031854437,0.0,3,0.10679417824165688,-66.29939839,-3.8255177930000004,-38.49849698,0.041474460070000004,0.03850685947,0.042648925670000004
72,1.0,-5.456279102378399,-81.24118285899041,-15.421134295732186,0.0043001813396794,-0.0560429536404262,-0.0339787902624991,0.0,3,0.10738908564878835,-66.80785798,-2.54651199,-38.123373,0.04188507188,0.03807868945,0.04269607148000001
73,1.0,-5.456279102378399,-81.24118285899041,-15.421134295732186,0.0043054190757813,-0.0561112154597203,-0.0340201773395545,0.0,3,0.10795968750008832,-67.37577141,-1.3469582420000001,-37.824401269999996,0.04220075107000001,0.03766348117,0.04267408851
74,1.0,-5.456279102378399,-81.24118285899041,-15.421134295732186,0.0043106568118832,-0.0561794772790143,-0.03406156441661,0.0,3,0.10856616898129384,-67.88374787,-0.03008852408,-37.436133909999995,0.04259522035,0.03720671311,0.04269625306
75,1.0,-5.456279102378399,-81.24118285899041,-15.421134295732186,0.0043158945479851,-0.0562477390983084,-0.0341029514936654,0.0,3,0.10918075231490311,-68.41981719,1.313518175,-37.05393387,0.04296406622,0.03673476265,0.04268939409
76,1.0,-5.456279102378399,-81.24118285899041,-15.421134295732186,0.004321132284087,-0.0563160009176025,-0.0341443385707208,0.0,3,0.10982311342601424,-68.86441346,2.7462911630000004,-36.57871089,0.043415596880000004,0.03622065946,0.04273297351
77,1.0,-5.456279102378399,-81.24118285899041,-15.421134295732186,0.004326370020189,-0.0563842627368965,-0.0341857256477762,0.0,3,0.11045274305536791,-69.35874536,4.132092945,-36.1582737,0.04379013434,0.03571445082,0.04272038107
78,1.0,-5.456279102378399,-81.24118285899041,-15.421134295732186,0.0043316077562909,-0.0564525245561906,-0.0342271127248316,0.0,3,0.11110089120351606,-69.85856726,5.581360973,-35.71359376,0.04416584784,0.03518078232,0.04269532789
79,1.0,-5.456279102378399,-81.24118285899041,-15.421134295732186,0.0043368454923928,-0.0565207863754846,-0.034268499801887,0.0,3,0.11176524305647169,-70.27404654,7.077761468,-35.20033091,0.04459679572,0.03461285823,0.04270431225
