n,size,x,y,z,vx,vy,vz,t0,st,time_end,xfinal,yfinal,zfinal,vxfinal,vyfinal,vzfinal,v_mag,target
452,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0317452685945411,-0.0846035955342744,-0.0326471429765812,0.0,3,7.219946956019158,34.78569322,23.379402220000003,50.52455901,-0.0827812300599999,-0.00117770799,-0.05599180872,0.09607999999999993,0
453,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0317717009580669,-0.0846740398269757,-0.0326743262763119,0.0,3,2.478238622685549,-9.511720982,80.64621613999999,-15.9072627,0.0302289383,-0.08569283179,-0.02600544446,0.09615999999999991,0
454,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0317981333215928,-0.084744484119677,-0.0327015095760426,0.0,1,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09623999999999992,1
455,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0318245656851186,-0.0848149284123784,-0.0327286928757733,0.0,3,60.063237465277865,-85.14973752,-25.00413432,-4.261399092,0.1279546173,-0.01201208428,-0.02407776921,0.09631999999999996,0
456,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0318509980486445,-0.0848853727050797,-0.032755876175504,0.0,3,5.451218946759624,-45.10984093,71.51752865,-9.709605136,0.0538858145399999,-0.06947283785,-0.02731005093,0.09639999999999999,0
457,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0318774304121703,-0.084955816997781,-0.0327830594752347,0.0,3,14.380321956018882,-85.95134775000001,6.290728801,-15.34761642,0.08148077741,-0.02553360721,-0.02407002093,0.09647999999999994,0
458,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0319038627756962,-0.0850262612904823,-0.0328102427749654,0.0,2,74.81486362268528,319.7892276,-203.2092123,-109.6392254,-0.0004047121257,0.1246357769,0.16935005,0.09655999999999997,0
459,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.031930295139222,-0.0850967055831836,-0.0328374260746961,0.0,1,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09663999999999993,1
460,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0319567275027478,-0.0851671498758849,-0.0328646093744268,0.0,3,6.917166863426014,-83.95255063,-16.99355801,16.1097234,0.0865446020199999,-0.01601254275,-0.03276874288,0.0967199999999999,0
461,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0319831598662737,-0.0852375941685862,-0.0328917926741576,0.0,3,4.933787233796385,-84.98470609,-6.134197973,17.340042,0.08647058916,-0.02142558118,-0.03278244823,0.09679999999999994,0
462,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0320095922297995,-0.0853080384612875,-0.0329189759738883,0.0,2,618.9173196412044,-120.4556463,-136.3308851,269.8983096,-0.3352192501,0.3883475864999999,-0.2609693782,0.09687999999999992,0
463,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0320360245933254,-0.0853784827539888,-0.032946159273619,0.0,3,209.2325522800935,25.759311510000003,65.20872861,32.60223023,-0.07711985778,-0.004367765111,0.01895427413,0.09695999999999991,0
464,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0320624569568512,-0.0854489270466901,-0.0329733425733497,0.0,3,32.76267380787129,46.50717958,48.67158136,-36.25092345,-0.006784742536,-0.0491710871699999,0.0801549233,0.09703999999999989,0
465,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0320888893203771,-0.0855193713393915,-0.0330005258730804,0.0,2,80.88467843750009,-396.9785906,-82.34217471,-39.96108543,0.06141496766,-0.1017953857999999,0.0527659662,0.09711999999999998,0
466,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0321153216839029,-0.0855898156320928,-0.0330277091728111,0.0,2,104.85661015046276,334.4093189,230.4562832,6.768724322000001,-0.1238199448,0.001514986799,-0.03558573568,0.09719999999999995,0
467,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0321417540474288,-0.0856602599247941,-0.0330548924725418,0.0,1,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09727999999999996,1
468,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0321681864109546,-0.0857307042174954,-0.0330820757722725,0.0,1,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09735999999999993,1
469,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0321946187744805,-0.0858011485101967,-0.0331092590720032,0.0,1,797.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09743999999999994,1
470,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0322210511380063,-0.085871592802898,-0.0331364423717339,0.0,3,121.30746547453796,-74.63626794,-27.0559579,-25.84046691,0.1433496761,0.02333282252,-0.007233865436,0.0975199999999999,0
471,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0322474835015322,-0.0859420370955993,-0.0331636256714646,0.0,3,44.35852913194508,42.61246323,-41.33756690999999,42.009275,0.07717666776,0.02187478864,-0.06587492146,0.09759999999999992,0
472,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.032273915865058,-0.0860124813883006,-0.0331908089711954,0.0,3,26.360290706018333,-15.61081674,-68.88629885,-31.67446493,-0.06621372482,0.06312901899,-0.0018179327949999,0.09767999999999992,0
473,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0323003482285838,-0.0860829256810019,-0.0332179922709261,0.0,1,449.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09775999999999989,1
474,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0323267805921097,-0.0861533699737033,-0.0332451755706568,0.0,3,2.950140243055368,-75.97671715,31.13845092,21.70902935,0.08075123657,-0.04051659644,-0.0349445017,0.09784,0
475,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0323532129556355,-0.0862238142664046,-0.0332723588703875,0.0,1,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09791999999999997,1
476,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0323796453191614,-0.0862942585591059,-0.0332995421701182,0.0,3,16.942669178240553,-76.74428699,-0.1390151282,29.54305378,0.08231148418,0.0303324152099999,0.002976718956,0.09799999999999996,0
477,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0324060776826872,-0.0863647028518072,-0.0333267254698489,0.0,1,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09807999999999993,1
478,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0324325100462131,-0.0864351471445085,-0.0333539087695796,0.0,2,22.14137056713027,401.2151769,-49.44675629,46.48915064,-0.09524863063,0.06212855103,-0.001780629822,0.09815999999999996,0
479,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0324589424097389,-0.0865055914372098,-0.0333810920693103,0.0,3,15.899568483796385,-19.14419434,-7.400796433,-55.93228367,0.06409778212,0.05645570095,0.04326273185,0.09823999999999992,0
480,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0324853747732648,-0.0865760357299111,-0.033408275369041,0.0,1,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09831999999999991,1
481,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0325118071367906,-0.0866464800226124,-0.0334354586687717,0.0,2,220.16173978009292,-370.6435494,-57.332091440000006,120.6991525,0.1198512798,-0.0380892573499999,-0.2482253680999999,0.09839999999999989,0
482,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0325382395003165,-0.0867169243153137,-0.0334626419685024,0.0,3,192.6230615393528,9.45464115,70.36884092999999,31.161021230000003,0.02987292998,-0.08954780783,-0.03776533963,0.0984799999999999,0
483,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0325646718638423,-0.0867873686080151,-0.0334898252682331,0.0,1,623.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09855999999999997,1
484,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0325911042273682,-0.0868578129007164,-0.0335170085679639,0.0,1,328.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09864,1
485,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.032617536590894,-0.0869282571934177,-0.0335441918676946,0.0,3,72.01881848379693,16.30742348,59.86467138,39.1363429,0.009088460905,-0.09106130901,-0.04957533895,0.09871999999999996,0
486,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0326439689544198,-0.086998701486119,-0.0335713751674253,0.0,3,39.25666686342685,10.38568698,-18.80275093,-55.65972682,0.06356104305,-0.07535977982,0.01954850842,0.09879999999999994,0
487,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0326704013179457,-0.0870691457788203,-0.033598558467156,0.0,2,99.5340684837972,18.24277454,-399.698803,-10.32083046,0.02387679486,0.1260744482,0.1385491766,0.09887999999999994,0
488,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0326968336814715,-0.0871395900715216,-0.0336257417668867,0.0,1,187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09895999999999991,1
489,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0327232660449974,-0.0872100343642229,-0.0336529250666174,0.0,2,77.32831964120406,-104.350682,382.323619,-45.59034466,-0.07789552135,-0.1238816881,0.0822524548,0.09903999999999992,0
490,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0327496984085232,-0.0872804786569242,-0.0336801083663481,0.0,3,10.872706215278145,53.63818801,-49.54056588,-31.3336608,0.05195354545,0.00104803151,0.08325108943,0.09911999999999989,0
491,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0327761307720491,-0.0873509229496256,-0.0337072916660788,0.0,1,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09919999999999998,1
492,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0328025631355749,-0.0874213672423269,-0.0337344749658095,0.0,1,258.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09927999999999995,1
493,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0328289954991008,-0.0874918115350282,-0.0337616582655402,0.0,3,53.61111130787128,-2.203285402,78.72026169,20.64861331,0.1169355404,-0.06750990114,-0.0386170966,0.09935999999999996,0
494,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0328554278626266,-0.0875622558277295,-0.0337888415652709,0.0,3,11.989494409722589,19.00759797,-57.18449853,-40.484895,0.0782248231,0.03832914105,0.03813051778,0.09943999999999995,0
495,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0328818602261525,-0.0876327001204308,-0.0338160248650017,0.0,3,20.338790706019434,-39.6014157,46.14140345,-40.89203618,0.08645427234,-0.0313214466,-0.007699596286,0.09951999999999998,0
496,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0329082925896783,-0.0877031444131321,-0.0338432081647324,0.0,3,33.626950428241656,13.38594122,-39.06666326,-50.23078218,0.07177668557,0.01597001813,0.05906159897,0.09959999999999994,0
497,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0329347249532042,-0.0877735887058334,-0.0338703914644631,0.0,1,868.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09967999999999996,1
498,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.03296115731673,-0.0878440329985347,-0.0338975747641938,0.0,1,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09975999999999992,1
499,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0329875896802559,-0.087914477291236,-0.0339247580639245,0.0,2,88.82477681712972,-82.51834451,392.1676313,-4.747721433,-0.08753245034,-0.07602864678,0.05674042728,0.09983999999999993,0
500,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0330140220437817,-0.0879849215839373,-0.0339519413636552,0.0,2,77.97168190972259,-400.7580367,57.00466285,43.74029227,0.0711761786599999,-0.1052497402999999,0.01980302179,0.0999199999999999,0
501,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0330404544073075,-0.0880553658766387,-0.0339791246633859,0.0,2,75.6207536689813,-379.8693183,138.2859847,-42.96607667999999,-0.006043922679,-0.1163188846,0.0230434170099999,0.09999999999999996,0
502,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0330668867708334,-0.08812581016934,-0.0340063079631166,0.0,1,820.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10007999999999996,1
503,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0330933191343592,-0.0881962544620413,-0.0340334912628473,0.0,1,768.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10015999999999993,1
504,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0331197514978851,-0.0882666987547426,-0.034060674562578,0.0,1,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10023999999999995,1
505,1.0,-4.263843798802505,-83.02474458389604,-10.34086723649182,0.0331461838614109,-0.0883371430474439,-0.0340878578623087,0.0,1,286.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10031999999999991,1
